Name,Shortform,Price,24H change,24H volume,Market Cap
Vault Hill City,VHC,$0.00379,-7.56%,"$62,532","$370,443"
NuriFootBall,NRFB,$0.00178,+5.94%,"$12,043","$370,338"
Anji,ANJI,$0.00005439,+0.45%,"$30,718","$371,469"
The QWAN,QWAN,$0.008459,-2.71%,"$60,400","$368,265"
Internxt,INXT,$0.3375,+12.56%,"$245,147","$377,717"
Potentiam,PTM,$0.009489,-13.88%,"$25,173","$351,339"
Trisolaris,TRI,$0.002238,-0.12%,"$8,849","$369,756"
Ceres,CERES,$14.75,-10.13%,"$2,540","$351,229"
Aion,AION,$0.0007303,-15.08%,$811,"$366,273"
E-coin Finance,ECOIN,$0.001326,+2.07%,"$17,403","$367,849"
UREEQA,URQA,$0.01318,-17.81%,N/A,"$365,053"
ZClassic,ZCL,$0.03957,-2.26%,$21,"$367,521"
hiODBS,HIODBS,$0.006781,+6.24%,"$107,509","$364,628"
NANJCOIN,NANJ,$0.00001893,+4.74%,N/A,"$366,564"
AnchorSwap,ANCHOR,$0.001725,+0.11%,N/A,"$362,826"
Lunes,LUNES,$0.0024,+17.00%,$8,"$361,743"
TABANK,TAB,$0.01001,+0.06%,N/A,"$360,239"
Hummingbot,HBOT,$0.006047,-6.19%,"$1,112","$359,745"
Golden Ball,GLB,$0.000006002,+1.44%,$156,"$360,094"
LunaChow,LUCHOW,$0.0000003596,+20.00%,"$130,343","$359,275"
Kawakami,KAWA,$0.0000003618,+1.85%,"$88,410","$357,703"
Mettalex,MTLX,$0.3238,+8.74%,"$59,895","$363,596"
Hush,HUSH,$0.02982,+4.83%,$12,"$357,549"
Sheesha Finance [BEP20],SHEESHA,$7.02,+6.05%,"$113,209","$355,387"
Croatian FF Fan Token,VATRENI,$0.3058,-2.30%,"$9,064","$352,038"
Sheesha Finance Polygon,MSHEESHA,$0.001778,-1.91%,"$13,959","$352,488"
S4FE,S4F,$0.0003961,+4.68%,N/A,"$354,612"
Hot Cross,HOTCROSS,$0.003109,-0.07%,"$173,181","$353,619"
QuiverX,QRX,$0.003882,+6.07%,N/A,"$353,656"
The Three Kingdoms,TTK,$0.0004489,+0.03%,$2,"$350,487"
EasyFi,EZ,$0.05503,+2.34%,"$10,950","$350,742"
Meowcoin,MEWC,$0.0002269,-0.33%,"$2,486","$351,271"
Spherium,SPHRI,$0.0162,-0.86%,"$6,766","$351,366"
DAOstack,GEN,$0.007136,+4.78%,N/A,"$349,895"
ownix,ONX,$0.1051,+0.05%,N/A,"$346,665"
Amazy,AZY,$0.008452,-1.45%,"$499,538","$345,875"
Vera,VERA,$0.001819,+1.07%,"$175,341","$346,931"
OST,OST,$0.0004386,-1.15%,"$10,771","$350,254"
Ixcoin,IXC,$0.01626,-23.07%,$12,"$347,044"
yieldwatch,WATCH,$0.01766,+2.50%,$218,"$344,875"
SHIBAVAX,SHIBX,$0.00003496,-0.08%,N/A,"$342,220"
Baanx,BXX,$0.01714,+1.94%,"$9,480","$339,290"
Hiveterminal Token,HVN,$0.000687,+33.70%,N/A,"$343,498"
Propel,PEL,$0.009065,+7.46%,"$37,985","$341,607"
Babylons,BABI,$0.003658,-0.05%,"$12,090","$343,338"
Ravencoin Classic,RVC,$0.00002713,-0.84%,"$6,118","$342,133"
SaTT,SATT,$0.0001056,+6.62%,"$7,268","$342,709"
SocialGood,SG,$0.01839,-12.10%,"$127,958","$338,238"
hiMEEBITS,HIMEEBITS,$0.004375,+16.54%,"$126,055","$329,654"
Hero Blaze: Three Kingdoms,MUDOL2,$0.02905,+5.75%,"$294,496","$337,526"
DMarket,DMT,$0.005963,+5.78%,N/A,"$339,433"
hiRENGA,HIRENGA,$0.001597,+4.93%,"$74,826","$345,981"
Pascal,PASC,$0.009041,+13.35%,$23,"$361,227"
MBD Financials,MBD,$0.00001391,+0.06%,$0.5971,"$335,231"
iEthereum,IETH,$0.0187,-66.21%,$10,"$336,647"
hiCLONEX,HICLONEX,$0.006558,+4.90%,"$142,556","$332,607"
Shih Tzu,SHIH,$0.0000000003347,+17.10%,"$17,332","$334,723"
MoonEdge,MOONED,$0.002844,+0.52%,$130,"$332,026"
DEFIAI,DFAI,$0.0001695,-5.18%,$2,"$332,654"
Plasma Finance,PPAY,$0.00271,+9.58%,$3,"$333,654"
Butterfly Protocol,BFLY,$0.01752,-3.55%,$45,"$330,678"
Alliance Fan Token,ALL,$0.2802,+8.36%,"$11,248","$356,303"
HollyGold,HGOLD,$0.07055,+2.25%,$219,"$329,095"
Cat Token,CAT,$0.05026,+0.29%,N/A,"$328,079"
Pakcoin,PAK,$0.004755,-3.84%,"$4,572","$326,195"
hiUNDEAD,HIUNDEAD,$0.0004965,+3.03%,"$167,721","$327,686"
Kaby Arena,KABY,$0.0004418,-0.78%,"$7,297","$327,949"
Scream,SCREAM,$0.7576,+3.36%,"$62,948","$329,805"
Cryptonovae,YAE,$0.004288,-5.08%,$55,"$324,964"
The HUSL,HUSL,$0.03135,-3.54%,"$14,859","$325,413"
Crypto Royale,ROY,$0.002867,+32.65%,"$8,274","$326,803"
Moola Market,MOO,$0.004434,+1.55%,$16,"$327,084"
Swirge,SWG,$0.02716,+7.13%,"$45,687","$325,346"
Swop,SWOP,$0.1037,+2.83%,"$9,064","$324,837"
HempCoin,THC,$0.00122,-42.65%,$123,"$326,240"
Duckereum,DUCKER,$0.003249,+0.11%,$34,"$324,897"
Ftribe Fighters (F2 NFT),F2C,$0.000661,-3.37%,"$5,748","$321,651"
Crabada,CRA,$0.0009076,+0.64%,"$51,029","$323,095"
Darwinia Commitment Token,KTON,$6.23,-2.27%,"$14,044","$319,430"
ODIN PROTOCOL,ODIN,$0.01842,-0.70%,$306,"$321,748"
WABnetwork,WAB,$0.00001893,+4.74%,N/A,"$321,745"
LaunchX,LAVAX,$0.01597,+0.55%,"$68,120","$319,316"
Trollcoin,TROLL,$0.0005421,+5.78%,$262,"$321,365"
Universidad de Chile Fan Token,UCH,$0.3328,+1.92%,"$14,820","$317,909"
CookieSale,COOKIE,$0.006941,-0.48%,"$4,544","$319,286"
hiFLUF,HIFLUF,$0.002471,-3.83%,"$71,956","$318,127"
Tag Protocol,TAG,$0.004324,+1.23%,$873,"$316,617"
PolkaWar,PWAR,$0.003778,+7.03%,"$114,258","$312,912"
InvestDex,INVEST,$0.01073,+3.79%,"$3,718","$314,218"
Husky Avax,HUSKY,$0.00000000356,+1.51%,"$2,261","$314,689"
HyperChainX,HYPER,$0.000542,+4.05%,"$101,495","$312,823"
StakeCubeCoin,SCC,$0.02443,+17.87%,"$2,723","$307,695"
Veil,VEIL,$0.00362,+2.80%,$22,"$311,586"
AIPAD,AIPAD,$0.08194,+3.19%,"$169,124","$311,365"
Bent Finance,BENT,$0.04426,-1.38%,$591,"$312,061"
hiOD,HIOD,$0.003093,+5.89%,"$73,949","$310,747"
Quark,QRK,$0.001084,+11.35%,$3,"$312,087"
Everex,EVX,$0.01247,+21.65%,"$4,251","$311,710"
Swarm,SWM,$0.003952,+0.00%,N/A,"$309,005"
Golden Doge,GDOGE,$0.0000000000031,+3.05%,$333,"$309,955"
Sheesha Finance [ERC20],SHEESHA,$6.21,+4.45%,"$37,827","$307,247"
ChessCoin,CHESS,$0.005692,+5.78%,N/A,"$307,560"
DogeCash,DOGEC,$0.01464,+5.78%,$3,"$307,449"
hiBEANZ,HIBEANZ,$0.003351,+10.27%,"$133,593","$300,695"
Ape Finance,APEFI,$0.0005559,+0.29%,N/A,"$304,456"
Shirtum,SHI,$0.00175,-0.51%,"$10,147","$304,273"
ETH 2x Flexible Leverage Index (Polygon),ETH2X-FLI-P,$3.97,+3.95%,$21,"$305,198"
Etherland,ELAND,$0.009621,+2.92%,"$35,565","$298,489"
ContentBox,BOX,$0.0001782,+11.35%,"$105,472","$306,449"
X8X Token,X8X,$0.003694,+4.11%,$360,"$304,833"
Hawksight,HAWK,$0.001431,+0.59%,"$34,542","$300,178"
Innovation Blockchain Payment,IBP,$0.001601,+0.05%,N/A,"$300,958"
Playermon,PYM,$0.001502,+0.23%,"$84,375","$299,150"
Float Protocol (Bank),BANK,$1.05,+3.57%,"$6,899","$299,851"
CoinFi,COFI,$0.001404,+0.24%,"$10,471","$300,977"
hiCOOLCATS,HICOOLCATS,$0.001961,+1.10%,"$104,926","$306,750"
Rapidz,RPZX,$0.0001636,+4.64%,N/A,"$302,228"
Etherparty,FUEL,$0.0003006,+5.10%,"$10,528","$300,619"
Finxflo,FXF,$0.003303,+1.36%,"$8,028","$299,215"
Skrumble Network,SKM,$0.0003039,+9.29%,"$11,365","$310,485"
Hydro,HYDRO,$0.002691,+7.72%,"$5,030","$298,979"
Centaur,CNTR,$0.00007071,-5.60%,$264,"$299,480"
MobiFi,MoFi,$0.003425,+4.91%,"$6,911","$298,948"
Xeno Token,XNO,$0.0002501,-4.54%,"$614,254","$296,031"
TERA,TERA,$0.0003541,+5.75%,$9,"$299,109"
Luna Inu,LINU,$0.0000000003984,+4.18%,$663,"$298,450"
TEN,TENFI,$0.006981,+1.46%,"$3,991","$296,927"
Filda,FILDA,$0.001531,+1.25%,"$48,950","$296,284"
Iridium,IRD,$0.01223,+0.00%,N/A,"$295,165"
AlgoBlocks,ALGOBLK,$0.00469,+0.22%,"$31,952","$295,429"
Polker,PKR,$0.001529,-7.73%,"$172,505","$296,063"
Stake DAO,SDT,$0.4165,+4.01%,"$56,136","$295,138"
Project X,XIL,$0.00212,+10.97%,"$1,001","$292,994"
CyberMusic,CYMT,$0.00001894,+4.74%,N/A,"$293,502"
Jarvis Network,JRT,$0.01005,+2.50%,"$228,531","$291,471"
Skeb Coin,SKEB,$0.0006267,-11.12%,"$117,626","$292,583"
Electrify.Asia,ELEC,$0.0005471,-4.40%,"$9,511","$289,758"
PumaPay,PMA,$0.000009116,-24.80%,$153,"$289,286"
Open Platform,OPEN,$0.000274,-24.65%,"$46,325","$290,862"
AirNFTs,AIRT,$0.002581,+2.72%,$445,"$289,122"
AidCoin,AID,$0.006802,+4.00%,N/A,"$289,411"
TribeOne,HAKA,$0.009229,+2.64%,"$38,001","$285,435"
Avatly,AVA,$0.001287,+3.97%,"$55,749","$286,919"
Starfish Finance,SEAN,$0.002602,-2.14%,"$198,043","$283,749"
APY.Finance,APY,$0.004289,-11.09%,"$2,544","$285,109"
Peruvian National Football Team Fan Token,FPFT,$0.01249,+2.08%,"$29,347","$283,351"
Meter Stable,MTR,$0.6291,-1.09%,"$181,638","$281,952"
SeedOn,SEON,$0.001122,-0.03%,$754,"$282,485"
Parachute,PAR,$0.0003219,-1.08%,"$90,322","$282,827"
CryptEx,CRX,$3.32,+3.20%,$66,"$281,799"
Digital Reserve Currency,DRC,$0.000282,+5.24%,"$1,005","$281,998"
Sint-Truidense Voetbalvereniging Fan Token,STV,$1.11,+0.97%,"$46,325","$280,440"
OracleChain,OCT,$0.009378,+5.46%,N/A,"$281,335"
SmartCash,SMART,$0.0001982,+5.69%,$224,"$280,192"
Snook,SNK,$0.013,-2.90%,"$7,334","$278,151"
Bedrock,ROCK,$0.002694,-0.44%,"$6,557","$276,783"
Metaverse VR,MEVR,$0.008934,+0.66%,"$46,287","$277,629"
Cronosphere,SPHERE,$0.3553,+1.93%,$83,"$276,572"
Massnet,MASS,$0.002813,+1.27%,"$62,914","$275,700"
EVE Token,EVE,$0.006895,-0.37%,"$73,983","$275,801"
XMax,XMX,$0.000009585,+0.15%,"$42,539","$275,989"
Cub Finance,CUB,$0.01219,+1.65%,"$6,102","$273,885"
Thorus,THO,$0.0242,+1.98%,N/A,"$273,013"
Cred,LBA,$0.0002753,+2.11%,"$11,847","$272,631"
DPRating,RATING,$0.0001269,-1.26%,"$9,483","$271,723"
BNSD Finance,BNSD,$0.001472,-0.48%,$29,"$271,769"
CoFiX,COFI,$0.02021,-3.93%,"$46,930","$272,038"
Collie Inu,COLLIE,$0.000000352,+3.28%,"$240,347","$270,757"
Gemie,GEM,$0.00228,-3.41%,"$68,355","$268,192"
WanSwap,WASP,$0.001326,+0.00%,$154,"$269,897"
EverETH,EVERETH,$0.0000000007166,-5.57%,"$6,635","$270,977"
disBalancer,DDOS,$0.03929,-3.46%,"$6,302","$265,548"
Cheems,CHEEMS,$0.0001049,+12.69%,"$1,380","$267,538"
dAppstore,DAPPX,$0.001646,+4.88%,"$92,667","$266,671"
Swapz,SWAPZ,$0.001427,+4.62%,$764,"$267,524"
Bitteam token,BTT,$0.000575,-0.96%,"$50,729","$265,091"
Coinsbit Token,CNB,$0.0001996,-44.80%,N/A,"$265,722"
AudioCoin,ADC,$0.0002712,+5.87%,N/A,"$265,953"
SifChain,erowan,$0.000105,-49.29%,"$9,607","$263,517"
HerityNetwork,HER,$0.005527,+0.54%,N/A,"$261,960"
FRAKT Token,FRKT,$0.05579,+0.39%,$776,"$263,753"
Ryo Currency,RYO,$0.005749,-10.22%,$0.02989,"$263,474"
KICK.IO,KICK,$0.002494,+5.12%,"$15,256","$262,730"
Compendium Finance,CMFI,$0.002176,-1.95%,"$1,077","$258,232"
DecentraWeb,DWEB,$0.07831,+1.16%,$445,"$262,913"
Helmet.insure,HELMET,$0.00607,-0.31%,"$43,455","$261,095"
Safex Cash,SFX,$0.001094,+4.76%,$984,"$261,136"
Fracton Protocol,HIBAKC,$0.04276,+5.36%,"$926,345","$256,556"
Rangers Fan Token,RFT,$0.0138,-5.58%,"$32,233","$259,126"
9D NFT,COGI,$0.004169,+2.26%,$748,"$256,748"
ritestream,RITE,$0.001685,-11.40%,"$425,180","$255,515"
MotaCoin,MOTA,$0.00461,+5.87%,"$1,385","$257,500"
Centric Swap,CNS,$0.000004121,-1.95%,"$253,787","$258,178"
Soy Finance,SOY,$0.0021,-0.02%,$0.00006302,"$253,399"
Planet Inverse,XIV,$0.007598,+8.43%,$832,"$254,044"
LaunchBlock.com,LBP,$0.000216,-1.14%,"$50,520","$253,171"
TripCandy,CANDY,$0.001202,-0.02%,$11,"$251,716"
Crypteriumcoin,CCOIN,$0.01325,-36.60%,$1.99 M,"$241,804"
MoneySwap,MSWAP,$0.0001875,+3.31%,"$48,743","$252,747"
Legend of Fantasy War,LFW,$0.007837,-1.79%,"$71,549","$250,902"
DATA,DTA,$0.00002182,+0.81%,"$145,567","$250,886"
CorgiCoin,CORGI,$0.00002521,+5.29%,"$1,044","$252,137"
Sentre Protocol,SNTR,$0.001436,-1.87%,"$10,343","$250,531"
WePower,WPR,$0.0003633,-0.08%,N/A,"$250,218"
QUINADS,QUIN,$0.00001894,+4.74%,N/A,"$251,749"
TigerCash,TCH,$0.00445,-2.11%,"$83,566","$249,181"
Club Atletico Independiente,CAI,$0.2925,+5.79%,"$18,106","$245,122"
Equilibria,XEQ,$0.004077,+0.00%,N/A,"$248,219"
Galaxy Blitz,MIT,$0.06889,-14.32%,"$232,632","$247,126"
Total Crypto Market Cap Token,TCAP,$126.10,+4.54%,N/A,"$248,284"
MetaDoge,METADOGE,$0.0000000002487,+13.81%,$11,"$248,693"
Polylauncher,ANGEL,$0.00321,+0.00%,N/A,"$247,236"
MyToken,MT,$0.0001312,+0.70%,"$127,962","$248,633"
Defi For You,DFY,$0.0004455,+3.87%,"$11,599","$247,892"
Spellfire,SPELLFIRE,$0.0008103,+0.59%,"$76,419","$246,512"
UTU Protocol,UTU,$0.001979,+0.27%,N/A,"$246,372"
Heavenland,HTO,$0.006782,+1.32%,"$11,777","$245,190"
Bastion Protocol,BSTN,$0.000154,+5.64%,"$3,669","$245,625"
MIBR Fan Token,MIBR,$0.244,-0.31%,$233,"$244,078"
Bottos,BTO,$0.0004507,+18.42%,"$11,472","$246,096"
GoWithMi,GMAT,$0.00008939,+2.34%,"$8,764","$243,446"
CryptoPirates,OGMF,$0.000007299,+2.93%,"$2,994","$244,959"
Ink,INK,$0.0005154,+0.32%,"$12,436","$239,081"
Goons of Balatroon,GOB,$0.001268,+5.23%,"$39,996","$243,917"
Bombcrypto,BCOIN,$0.0034,-89.38%,"$1,277","$241,424"
DDKoin,DDK,$0.1419,+6.72%,$76,"$242,618"
e-Money,NGM,$0.0122,-7.60%,"$82,118","$241,034"
Xensor,XSR,$0.00005187,+0.11%,"$11,189","$240,758"
KingdomX,KT,$0.001546,-5.07%,"$109,411","$240,246"
Odyssey,OCN,$0.00002999,+2.26%,"$14,884","$239,899"
Apollon Limassol,APL,$0.7384,+2.00%,"$36,764","$243,150"
Gleec,GLEEC,$0.01169,-18.82%,"$464,706","$243,894"
Polkalokr,LKR,$0.009314,+5.36%,"$299,452","$238,689"
PowerTrade Fuel,PTF,$0.0102,-21.86%,"$119,875","$237,736"
Solarbeam,SOLAR,$0.01516,+1.89%,"$2,204","$234,622"
PlatinumBAR,XPTX,$0.1092,-35.21%,$224,"$235,959"
Glide Finance,GLIDE,$0.01567,+0.43%,$710,"$232,649"
Nexalt,XLT,$0.005703,+14.00%,"$20,409","$262,702"
Swarm City,SWT,$0.02738,+5.37%,N/A,"$233,717"
Neumark,NEU,$0.008126,+5.64%,N/A,"$233,576"
UNION Protocol Governance Token,UNN,$0.000377,-2.70%,"$8,554","$231,872"
Deutsche eMark,DEM,$0.004337,+5.78%,N/A,"$232,687"
Creo Engine,CREO,$0.002298,-3.90%,"$134,721","$230,550"
Edain,EAI,$0.008053,-0.37%,"$155,570","$229,143"
DeHive,DHV,$0.05737,-7.99%,"$10,844","$230,600"
DecentralizedUnited,DCU,$0.000197,-14.10%,"$2,547","$227,488"
Lympo Sport,SPORT,$0.0078,+3.22%,"$1,472","$228,676"
Iron Bank,IB,$1.20,+0.75%,N/A,"$227,114"
BULL FINANCE,BULL,$0.0000000004551,+2.97%,$43,"$227,547"
DinoX,DNXC,$0.006641,-0.50%,"$129,377","$225,852"
Team Vitality Fan Token,VIT,$0.2955,-2.45%,$261,"$239,445"
Fivebalance,FBN,$0.0002083,+4.74%,N/A,"$227,514"
Zenswap Network Token,ZNT,$0.00001893,+4.74%,N/A,"$227,213"
Waves Ducks,EGG,$2.36,+3.85%,N/A,"$227,171"
ArbitrageCT,ARCT,$0.002168,+5.78%,N/A,"$226,938"
Zero Exchange,ZERO,$0.0006003,+0.04%,N/A,"$225,107"
Millonarios FC Fan Token,MFC,$0.3309,-2.06%,"$14,749","$223,543"
Alpaca City,ALPA,$0.02043,+0.60%,"$59,132","$223,126"
Arqma,ARQ,$0.01305,+0.00%,N/A,"$222,468"
VIG,VIG,$0.0002225,+0.00%,N/A,"$222,456"
Decentralized Asset Trading Platform,DATP,$0.00001893,+4.74%,N/A,"$223,791"
Legia Warsaw Fan Token,LEG,$0.3277,+1.14%,"$9,306","$221,809"
Kaizen Finance,KZEN,$0.001924,+2.47%,"$87,811","$221,888"
Crypto Cavemen Club,CAVE,$0.0478,+0.15%,$395,"$221,309"
Crown,CRW,$0.007031,+13.55%,$13,"$222,744"
CluCoin,CLU,$0.0000000007459,+36.93%,$187,"$221,467"
Musk Gold,MUSK,$0.006413,+4.90%,"$1,256","$221,370"
PLATINCOIN,PLC,$0.04049,-2.52%,"$11,558","$202,512"
NextDAO,NAX,$0.00008587,-0.96%,"$49,377","$219,196"
Nerva,XNV,$0.01277,+0.00%,N/A,"$217,399"
Link Machine Learning,LML,$0.001819,-4.83%,"$5,095","$218,235"
Battle Hero,BATH,$0.004365,-0.03%,$38,"$217,278"
BUZZCoin,BUZZ,$0.0000109,+4.99%,N/A,"$217,940"
DeFi Warrior (FIWA),FIWA,$0.00009513,+0.85%,"$38,659","$216,010"
Stox,STX,$0.004178,-0.92%,"$10,385","$215,589"
BASIC,BASIC,$0.000008761,-69.79%,"$61,055","$65,267"
HitChain,HIT,$0.000003518,-3.19%,"$6,932","$216,156"
Bitball Treasure,BTRS,$0.4797,-4.28%,"$118,433","$215,848"
Cook Finance,COOK,$0.0002458,-0.93%,"$50,173","$214,748"
SuperLauncher,LAUNCH,$0.1418,+0.00%,N/A,"$215,084"
Element.Black,ELT,$0.0001548,+4.57%,"$55,900","$214,393"
OBToken,OBT,$0.02912,+14.47%,"$1,941","$215,584"
Gamerse,LFG,$0.001252,+4.25%,"$20,143","$213,013"
Bitlocus,BTL,$0.0005659,-28.73%,"$77,136","$215,240"
GTON,GTON,$0.05835,+0.21%,$0.436,"$211,827"
Team Heretics Fan Token,TH,$0.4973,+2.94%,"$20,787","$214,885"
Gas DAO,GAS,$0.0000008215,-1.54%,"$41,968","$211,644"
BananaClubToken,BCT,$0.003621,+0.00%,N/A,"$210,907"
MakiSwap,MAKI,$0.003106,+16.86%,"$29,438","$214,234"
Milky Token,MILKY,$0.0001328,+2.71%,$703,"$211,333"
TruePNL,PNL,$0.01931,+0.42%,"$10,849","$210,225"
TosDis,DIS,$2.79,-0.27%,"$9,901","$209,232"
AstroSwap,ASTRO,$0.0004892,+2.47%,"$8,662","$209,610"
ASPO World,ASPO,$0.002624,+1.45%,$338,"$209,722"
ACoconut,AC,$0.07847,-0.01%,$7,"$208,862"
Nerve Finance,NRV,$0.004497,+3.51%,"$41,929","$207,934"
Basis Cash,BAC,$0.003807,-0.13%,"$10,472","$207,791"
CyberVein,CVT,$0.000197,-10.64%,"$41,160","$208,863"
Jarvis+,JAR,$0.001904,+3.38%,"$56,999","$205,928"
Governor DAO,GDAO,$0.0714,+2.43%,"$10,757","$207,740"
Raresama,POOP,$0.02053,-3.44%,$367,"$207,214"
The Midas Touch Gold,TMTG,$0.00002327,-14.00%,"$44,332","$207,381"
Birdchain,BIRD,$0.0007402,-0.02%,"$23,209","$207,102"
ASIMI,ASIMI,$0.003797,+5.88%,N/A,"$208,593"
RED,RED,$0.001598,-2.53%,"$9,674","$207,704"
EVRYNET,EVRY,$0.004975,-8.31%,"$126,047","$200,930"
Inex Project,INEX,$0.00001894,+4.74%,N/A,"$206,209"
Golos Blockchain,GLS,$0.0005855,+1.04%,$2,"$203,624"
Mimas,MIMAS,$0.001664,-1.29%,$280,"$204,236"
Legends,FWCL,$2.10,+22.62%,"$45,852","$210,111"
Blue Protocol,BLUE,$0.005571,+5.21%,N/A,"$204,166"
eosDAC,EOSDAC,$0.0003043,-0.57%,"$10,612","$201,099"
Impossible Finance,IF,$0.03354,-3.50%,$264,"$201,260"
BHO Network,BHO,$0.0004425,+6.85%,"$8,442","$200,905"
DeFiato,DFIAT,$0.00232,-6.47%,$326,"$200,592"
DOSE,DOSE,$0.003868,+1.29%,"$645,325","$200,768"
Golff,GOF,$0.02052,+1.63%,"$6,983","$205,220"
HashBX,HBX,$0.000318,+1.42%,$31,"$200,086"
RealTract,RET,$0.00001894,+4.74%,N/A,"$200,717"
Sakura,SKU,$0.003766,+8.02%,"$10,821","$199,598"
Kangal,KANGAL,$0.000002001,+5.12%,$54,"$200,090"
Flourishing AI,AI,$0.008423,+9.81%,"$1,911","$199,637"
SolDoge,SDOGE,$0.00001981,+3.46%,"$4,024","$198,094"
Celestial,CELT,$0.00006649,-0.14%,"$48,908","$197,793"
BitBall,BTB,$0.0003268,-0.37%,"$85,712","$198,251"
Pawtocol,UPI,$0.0007728,-10.71%,"$51,452","$199,320"
fantomGO,FTG,$0.001727,-13.01%,"$106,278","$198,533"
Grizzly Honey,GHNY,$10.00,+1.08%,"$34,660","$194,067"
Atlas Protocol,ATP,$0.00007533,+0.40%,"$10,339","$194,047"
Beamswap,GLINT,$0.0007144,+1.07%,"$3,211","$193,673"
OnX Finance,ONX,$0.01933,+1.17%,"$52,187","$191,005"
Base Protocol,BASE,$0.3996,-2.51%,"$13,217","$192,094"
NitroShiba,NISHIB,$0.0001918,-2.70%,$755,"$191,767"
Ares Protocol,ARES,$0.0008292,+0.19%,"$9,209","$191,688"
GoldMint,MNTP,$0.1006,+5.29%,N/A,"$192,735"
StrongHands Finance,ISHND,$0.01323,+1.50%,"$6,977","$191,919"
Cryptonite,XCN,$0.0002711,+5.78%,N/A,"$192,042"
Dragon Kart,KART,$0.004562,+0.05%,N/A,"$189,787"
Definder Network,DNT,$0.03718,-0.39%,$803,"$189,660"
Sportium,SPRT,$0.0009369,-2.20%,"$560,184","$189,568"
Sekuritance,SKRT,$0.0004561,-59.00%,"$25,459","$189,793"
Kassandra,KACY,$0.07817,+7.38%,$311,"$190,187"
DopeCoin,DOPE,$0.001626,+5.78%,N/A,"$190,027"
CATO,CATO,$0.001102,-0.01%,$131,"$189,534"
Tokenplace,TOK,$0.001437,+0.19%,"$1,680","$185,359"
MAD Bucks,MAD,$0.01646,-16.17%,"$2,116","$187,044"
Cosmo Coin,COSM,$0.0002791,+0.05%,N/A,"$187,237"
Titan Coin,TTN,$0.0002068,+5.55%,N/A,"$188,364"
Vader Protocol,VADER,$0.0000303,-4.52%,"$4,565","$185,001"
Lightning,LIGHT,$0.002903,+0.08%,$772,"$186,553"
SpaceFalcon,FCON,$0.00006952,+0.39%,"$43,332","$185,157"
Decentralized Vulnerability Platform,DVP,$0.0003522,+2.06%,"$72,869","$183,983"
Netko,NETKO,$0.01111,+5.78%,N/A,"$184,373"
ERA TOKEN (Era7),ERA,$0.003979,+7.34%,$529,"$183,139"
PWR Coin,PWR,$0.00001893,+4.74%,N/A,"$182,971"
SINOVATE,SIN,$0.0002718,+0.00%,N/A,"$180,402"
UCA Coin,UCA,$0.00007861,+5.78%,N/A,"$181,450"
DarkCrypto,DARK,$0.003324,+2.49%,$141,"$179,811"
X-CASH,XCASH,$0.000002858,+5.24%,$114,"$179,570"
Cappasity,CAPP,$0.0002592,+29.48%,"$331,993","$171,927"
Herbalist Token,HERB,$0.00001893,+4.74%,N/A,"$179,856"
Neural Protocol,NRP,$0.00001893,+4.74%,N/A,"$179,818"
Ninneko,NINO,$0.002753,-4.03%,"$5,220","$178,700"
Tachyon Protocol,IPX,$0.0006702,-8.01%,"$4,857","$178,840"
Meme Lordz,$LORDZ,$0.001884,-5.58%,$48,"$178,966"
Crypto ARC,ARC,$0.013,-0.01%,$56,"$177,806"
Vidulum,VDL,$0.01043,+2.13%,$21,"$178,125"
Imperium Empires,IME,$0.0001354,+6.00%,$587,"$178,881"
PRCY Coin,PRCY,$0.01228,-2.10%,$6,"$177,708"
OIN Finance,OIN,$0.005358,-0.42%,"$6,890","$176,548"
Wizardia,WZRD,$0.001664,+1.05%,"$67,045","$174,904"
DinoSwap,DINO,$0.001129,-1.07%,$270,"$175,436"
Motocoin,MOTO,$0.008945,+5.78%,N/A,"$175,698"
Cryptomeda,TECH,$0.0006451,+4.49%,$41,"$174,453"
RED TOKEN,RED,$0.00002715,+5.78%,"$464,273","$176,525"
WeTrust,TRST,$0.001727,+4.11%,$2,"$172,709"
Substratum,SUB,$0.0003634,-0.04%,$4,"$171,529"
Dev Protocol,DEV,$0.1535,-7.62%,$59,"$171,651"
Defira (Cronos),FIRA,$0.03049,-0.44%,"$1,205","$170,054"
RING X PLATFORM,RINGX,$0.0005421,+5.78%,N/A,"$169,783"
Phore,PHR,$0.005692,+36.75%,$32,"$169,660"
SnowSwap,SNOW,$0.3416,+10.37%,"$9,425","$169,288"
More Token,MORE,$0.002588,+5.35%,$20,"$169,356"
Lien,LIEN,$0.4724,-2.45%,"$8,574","$167,640"
Blockpass,PASS,$0.001,+0.00%,N/A,"$167,224"
DYOR Token,DYOR,$0.000002112,+3.20%,$112,"$167,614"
PluraCoin,PLURA,$0.0001785,+0.00%,N/A,"$166,272"
Finance.Vote,FVT,$0.0008087,+0.00%,N/A,"$165,543"
LiquidApps,DAPP,$0.0002338,+21.05%,$464,"$165,945"
Breezecoin,BRZE,$0.0009216,-2.80%,$3,"$165,884"
SportsIcon,ICONS,$0.02384,-7.58%,"$18,256","$164,563"
veDAO,WEVE,$0.0005535,+0.95%,"$6,680","$164,673"
Terracoin,TRC,$0.00721,+5.38%,$9,"$165,364"
Sunny Aggregator,SUNNY,$0.00002782,-11.73%,"$52,711","$163,838"
